period,C,J,N,S
6/19/2021 10:45,0.03,0.02,0.03,0.03
6/19/2021 11:00,,0.01,,0.01
6/19/2021 11:30,,,0.01,
6/19/2021 22:00,,,,0.14
6/19/2021 22:45,,,0.03,
6/19/2021 23:00,,,0.01,
6/19/2021 23:45,0,0,0,0
6/20/2021 2:30,,,,0.01
6/20/2021 20:00,,0.01,,
6/20/2021 20:15,0.01,0.01,0.01,0.03
6/20/2021 20:30,0.02,0.03,0.02,0.02
6/20/2021 20:45,0.04,0.03,0.03,0.05
6/20/2021 21:00,0.6,0.4,0.46,0.28
6/20/2021 21:15,0.24,0.08,0.64,0.1
6/20/2021 21:30,0.04,0.04,0.04,0.03
6/20/2021 21:45,0.03,0.02,0.04,0.03
6/20/2021 22:00,0.07,0.1,0.06,0.08
6/20/2021 22:15,0.06,0.05,0.08,0.06
6/20/2021 22:30,0.04,0.04,0.06,0.03
6/20/2021 22:45,0.02,0.01,0.04,0.03
6/20/2021 23:00,,,0.01,
6/20/2021 23:15,0.01,,,
6/20/2021 23:45,0,0,0,0
6/21/2021 0:00,0.02,0.01,,0.09
6/21/2021 0:15,0.01,,,
6/21/2021 1:15,,0.01,,
6/21/2021 3:00,0.16,0.27,0.07,0.03
6/21/2021 3:15,0.13,0.08,0.28,0.14
6/21/2021 3:30,0.05,0.04,0.06,0.04
6/21/2021 3:45,0.05,0.05,0.05,0.05
6/21/2021 4:00,0.03,0.03,0.04,0.03
6/21/2021 4:15,,0.01,0.01,0.01
6/21/2021 5:00,0.01,,,
6/21/2021 23:45,0,0,0,0
6/22/2021 23:45,0,0,0,0
6/23/2021 13:45,,,,0.01
6/23/2021 18:15,,,0.01,
6/23/2021 23:45,0,0,0,0
6/24/2021 23:45,0,0,0,0
6/25/2021 1:45,,0.01,,
6/25/2021 7:15,,0.01,,0.01
6/25/2021 7:30,0.01,0.01,0.02,0.01
6/25/2021 8:00,,0.01,,
6/25/2021 8:15,,,0.01,0.01
6/25/2021 8:30,,0.01,,0.01
6/25/2021 8:45,0.02,0.04,0.02,0.02
6/25/2021 9:00,,0.01,0.01,
6/25/2021 9:15,,0.01,,
6/25/2021 9:30,0.01,0.01,0.01,0.01
6/25/2021 9:45,0.01,0.01,0.01,0.01
6/25/2021 10:00,,,0.01,
6/25/2021 10:15,0.01,0.01,0.01,0.01
6/25/2021 10:45,0.01,,,0.01
6/25/2021 11:00,,0.01,0.01,
6/25/2021 11:15,0.01,0.02,0.01,0.02
6/25/2021 11:30,0.02,0.02,0.02,0.01
6/25/2021 11:45,0.04,0.02,0.04,0.06
6/25/2021 12:00,0.02,0.02,0.03,0.03
6/25/2021 12:15,0.04,0.04,0.03,0.04
6/25/2021 12:30,0.05,0.04,0.06,0.04
6/25/2021 12:45,0.01,0.01,0.03,0.01
6/25/2021 13:00,0.02,0.01,,0.01
6/25/2021 13:15,0.01,0.01,0.02,0.02
6/25/2021 13:30,0.01,0.01,0.01,
6/25/2021 13:45,0.01,,0.01,0.01
6/25/2021 14:00,,0.01,0.01,
6/25/2021 14:15,,,,0.01
6/25/2021 14:45,0.03,0.03,0.06,0.04
6/25/2021 15:00,0.03,0.01,0.05,0.01
6/25/2021 15:15,0.02,0.01,0.02,0.01
6/25/2021 15:30,0.02,,0.02,0.03
6/25/2021 15:45,,0.01,,
6/25/2021 16:00,0.03,0.01,0.03,0.15
6/25/2021 16:15,0.18,0.08,0.19,0.12
6/25/2021 16:30,0.06,0.07,0.06,0.02
6/25/2021 16:45,0.09,0.24,0.08,
6/25/2021 17:00,0.22,0.4,0.18,0.1
6/25/2021 17:15,0.57,0.67,0.6,0.38
6/25/2021 17:30,0.19,,0.28,0.51
6/25/2021 18:30,0.05,0.02,0.04,0.01
6/25/2021 18:45,,,,0.02
6/25/2021 19:30,,0.01,,
6/25/2021 20:00,,,0.01,
6/25/2021 21:30,,,,0.01
6/25/2021 21:45,,,,0.05
6/25/2021 22:00,,,,0.01
6/25/2021 22:15,,,,0.01
6/25/2021 22:30,,,,0.01
6/25/2021 22:45,,,,0.2
6/25/2021 23:00,0.09,0.06,,0.65
6/25/2021 23:15,0.18,0.29,0.23,0.19
6/25/2021 23:30,0.42,0.26,0.25,0.4
6/25/2021 23:45,0.28,0.17,0.26,0.13
6/26/2021 0:00,0.04,,0.08,0.01
6/26/2021 0:15,0.09,0.15,0.01,0.01
6/26/2021 0:30,0.06,0.05,0.16,0.02
6/26/2021 0:45,0.01,0.01,0.02,0.01
6/26/2021 1:00,,0.01,,
6/26/2021 1:15,,,0.01,
6/26/2021 1:30,0.01,0.01,,0.01
6/26/2021 1:45,,,0.01,0.01
6/26/2021 3:45,,0.01,,
6/26/2021 4:00,0.01,0.01,0.01,0.01
6/26/2021 4:15,,,0.01,
6/26/2021 4:30,,,,0.01
6/26/2021 22:45,,0.01,,
6/26/2021 23:00,,0.01,,
6/26/2021 23:45,0,0,0,0
6/27/2021 23:45,0,0,0,0
6/28/2021 18:15,0.08,0.27,,0.09
6/28/2021 18:30,0.16,0.01,0.22,0.13
6/28/2021 18:45,,,0.01,
6/28/2021 20:30,,0.01,,
6/28/2021 20:45,,0.01,,
6/28/2021 23:45,0,0,0,0
6/29/2021 6:00,,,,0.01
6/29/2021 13:00,0.01,0.12,,
6/29/2021 13:15,0.37,0.36,0.41,
6/29/2021 13:30,0.02,0.01,0.07,
6/29/2021 13:45,0.01,0.01,0.02,
6/29/2021 23:45,0,0,0,0
6/30/2021 7:30,,0.01,,
6/30/2021 7:45,0.01,,0.01,0.01
6/30/2021 8:00,0.02,0.03,0.03,0.02
6/30/2021 8:15,0.01,0.01,0.01,0.01
6/30/2021 23:45,0,0,0,0
7/1/2021 23:45,0,0,0,0
7/2/2021 23:45,0,0,0,0
7/3/2021 23:45,0,0,0,0
7/4/2021 23:45,0,0,0,0
7/5/2021 23:45,0,0,0,0
7/6/2021 14:30,,,0.03,
7/6/2021 23:45,0,0,0,0
7/7/2021 1:15,,,0.01,
7/7/2021 23:45,0,0,0,0
7/8/2021 3:45,,0.06,,
7/8/2021 4:00,,,0.06,
7/8/2021 9:15,,0.01,0.01,
7/8/2021 13:00,,,,0.01
7/8/2021 23:45,0,0,0,0
7/9/2021 23:45,0,0,0,0
7/10/2021 23:45,0,0,0,0
7/11/2021 3:15,,0.01,,
7/11/2021 3:30,,,0.01,0.01
7/11/2021 4:15,0.01,,0.01,0.01
7/11/2021 4:30,,0.01,0.01,0.01
7/11/2021 4:45,,,,0.01
7/11/2021 5:00,0.01,,0.01,0.01
7/11/2021 5:15,,0.01,0.01,
7/11/2021 6:15,0.01,,,0.01
7/11/2021 6:30,0.01,,0.02,0.02
7/11/2021 6:45,0.01,,,
7/11/2021 7:00,,0.01,0.01,0.01
7/11/2021 7:15,0.02,0.03,0.01,0.03
7/11/2021 7:30,0.02,0.02,0.01,0.01
7/11/2021 7:45,,,0.01,
7/11/2021 8:00,,0.01,0.01,0.01
7/11/2021 8:15,0.02,,0.01,0.02
7/11/2021 8:30,0.01,0.02,0.02,0.01
7/11/2021 8:45,0.01,0.01,,0.01
7/11/2021 9:00,,,0.01,
7/11/2021 9:15,,,,0.01
7/11/2021 9:30,0.01,0.01,,
7/11/2021 9:45,,,,0.01
7/11/2021 10:00,,,0.01,
7/11/2021 11:00,,0.01,,
7/11/2021 12:45,0.01,,,
7/11/2021 13:00,,0.01,0.01,0.01
7/11/2021 13:15,0.01,0.01,0.01,
7/11/2021 13:30,0.01,,0.01,
7/11/2021 13:45,,0.02,,0.01
7/11/2021 14:00,0.01,,,
7/11/2021 14:30,0.01,,0.01,
7/11/2021 14:45,,0.01,,
7/11/2021 23:15,,0.01,,0.01
7/11/2021 23:30,0.01,,,0.01
7/11/2021 23:45,0,0,0.01,0
7/12/2021 0:00,,0.01,,
7/12/2021 6:30,,,,0.01
7/12/2021 6:45,,,,0.01
7/12/2021 7:00,,,,0.01
7/12/2021 7:15,,0.01,,
7/12/2021 10:30,,,0.01,
7/12/2021 10:45,,,,0.01
7/12/2021 23:45,0,0.01,0,0
7/13/2021 0:15,0.01,0.01,,0.01
7/13/2021 0:30,0.01,0.01,0.03,0.01
7/13/2021 0:45,0.01,0.01,,
7/13/2021 10:15,0.04,,,0.21
7/13/2021 10:30,0.06,,0.16,0.55
7/13/2021 10:45,,0.04,0.14,
7/13/2021 11:00,,,,0.01
7/13/2021 14:45,0.01,,0.01,0.05
7/13/2021 15:00,,,0.01,
7/13/2021 15:30,,,,0.01
7/13/2021 16:15,,0.01,0.01,0.01
7/13/2021 16:30,,0.01,0.01,0.01
7/13/2021 16:45,0.06,0.04,0.06,0.05
7/13/2021 17:00,0.01,,0.02,0.02
7/13/2021 21:45,,0.01,,
7/13/2021 22:15,,,,0.01
7/13/2021 22:30,,,,0.01
7/13/2021 23:15,,,0.01,
7/13/2021 23:45,0,0,0,0
7/14/2021 23:45,0,0,0,0
7/15/2021 23:45,0,0,0,0
7/16/2021 4:30,,0.01,,0.01
7/16/2021 4:45,0.01,,,0.02
7/16/2021 5:15,,,0.01,
7/16/2021 6:30,0.05,0.01,0.01,0.07
7/16/2021 6:45,0.01,,0.01,
7/16/2021 7:00,0.01,,0.01,
7/16/2021 7:15,,0.06,,0.05
7/16/2021 7:30,0.04,0.16,0.03,0.01
7/16/2021 7:45,0.02,0.02,0.05,0.02
7/16/2021 8:00,0.04,0.04,0.03,0.04
7/16/2021 8:15,0.03,0.03,0.02,0.05
7/16/2021 8:30,0.2,0.3,0.07,0.25
7/16/2021 8:45,0.39,0.26,0.33,0.16
7/16/2021 9:00,0.12,0.26,0.14,0.2
7/16/2021 9:15,0.15,0.2,0.22,0.09
7/16/2021 9:30,0.2,0.24,0.24,0.07
7/16/2021 9:45,0.36,0.24,0.39,0.16
7/16/2021 10:00,0.07,0.09,0.11,0.04
7/16/2021 10:15,0.06,0.04,0.08,0.04
7/16/2021 10:30,0.05,0.02,0.04,0.06
7/16/2021 10:45,0.08,0.09,0.04,0.02
7/16/2021 11:00,0.03,0.03,0.08,
7/16/2021 11:15,0.01,0.16,0.02,0.07
7/16/2021 11:30,0.06,0.1,0.06,0.03
7/16/2021 11:45,0.03,0.02,0.11,
7/16/2021 12:00,0.09,0.08,0.04,0.01
7/16/2021 12:15,0.06,0.01,0.11,0.04
7/16/2021 12:30,0.03,0.01,0.01,0.02
7/16/2021 12:45,0.14,0.11,0.06,0.15
7/16/2021 13:00,0.11,0.05,0.12,0.12
7/16/2021 13:15,,0.02,0.04,0.02
7/16/2021 13:30,0.02,0.02,0.02,0.01
7/16/2021 13:45,0.01,0.02,,
7/16/2021 14:00,0.01,0.01,0.02,0.01
7/16/2021 14:15,0.01,0.01,0.01,0.01
7/16/2021 14:30,,,,0.01
7/16/2021 14:45,0.01,,,0.01
7/16/2021 15:15,0.01,0.01,0.01,
7/16/2021 16:00,,0.01,,
7/16/2021 17:45,,,0.01,
7/16/2021 18:45,,0.01,,0.01
7/16/2021 19:00,0.01,,0.01,
7/16/2021 19:15,,0.01,,
7/16/2021 19:30,,,,0.01
7/16/2021 20:00,,,0.01,
7/16/2021 20:15,,0.01,,0.01
7/16/2021 20:30,0.01,,0.01,0.01
7/16/2021 20:45,,0.01,,
7/16/2021 23:30,,,,0.01
7/16/2021 23:45,0,0,0,0
7/17/2021 0:30,0.01,,,
7/17/2021 0:45,,,0.01,0.01
7/17/2021 1:45,,0.01,0.01,0.01
7/17/2021 2:15,0.01,,,
7/17/2021 3:00,,0.01,,0.01
7/17/2021 3:15,0.01,,0.01,
7/17/2021 3:30,0.01,,0.01,0.01
7/17/2021 3:45,,,0.01,
7/17/2021 4:00,,,,0.01
7/17/2021 10:00,0.01,0.05,,
7/17/2021 23:45,0,0,0,0
7/18/2021 23:45,0,0,0,0
7/19/2021 23:45,0,0,0,0
7/20/2021 19:00,,,0.02,
7/20/2021 19:15,0.26,0.26,0.19,0.04
7/20/2021 19:30,,,,0.17
7/20/2021 22:45,,,0.01,
7/20/2021 23:45,0,0,0,0
7/21/2021 7:30,,0.01,,
7/21/2021 23:45,0,0,0,0
7/22/2021 23:45,0,0,0,0
7/23/2021 7:00,,0.05,0.03,0.03
7/23/2021 7:15,,0.01,0.01,0.01
7/23/2021 7:30,,0.01,,
7/23/2021 8:00,,,,0.01
7/23/2021 11:00,,0.01,,
7/23/2021 23:45,0,0,0,0
7/24/2021 4:45,0.01,0.01,,0.03
7/24/2021 5:30,,,,0.01
7/24/2021 12:15,,,0.01,
7/24/2021 19:30,0.02,0.01,,0.03
7/24/2021 19:45,0.03,,0.03,0.05
7/24/2021 23:15,,,,0.01
7/24/2021 23:45,0,0,0,0
7/25/2021 23:45,0,0,0,0
7/26/2021 23:45,0,0,0,0
7/27/2021 23:45,0,0,0,0
7/28/2021 23:45,0,0,0,0
7/29/2021 5:15,,0.01,0.01,
7/29/2021 23:45,0,0,0,0
7/30/2021 18:15,,,0.01,
7/30/2021 23:45,0,0,0,0
7/31/2021 23:45,0,0,0,0
8/1/2021 3:00,0.01,0.03,0.02,0.02
8/1/2021 3:15,0.05,0.05,0.03,0.04
8/1/2021 3:30,0.02,0.02,0.02,0.03
8/1/2021 3:45,0.01,,0.01,
8/1/2021 4:30,,,0.01,
8/1/2021 4:45,,,,0.01
8/1/2021 23:45,0,0,0,0
8/2/2021 23:45,0,0,0,0
8/3/2021 23:45,0,0,0,0
8/4/2021 17:30,,,0.05,
8/4/2021 17:45,,,0.42,
8/4/2021 18:00,0.18,0.01,0.17,0.06
8/4/2021 18:15,0.09,0.25,0.08,0.08
8/4/2021 18:30,0.03,0.01,0.02,0.03
8/4/2021 18:45,,0.01,0.01,
8/4/2021 23:45,0,0,0,0
8/5/2021 2:30,,,,0.01
8/5/2021 7:30,,,0.01,
8/5/2021 23:45,0,0,0,0
8/6/2021 19:00,,0.01,,
8/6/2021 19:15,,,0.01,0.02
8/6/2021 19:30,0.01,,0.01,0.01
8/6/2021 22:30,,0.01,,
8/6/2021 22:45,0.01,0.04,0.02,0.01
8/6/2021 23:00,,0.03,0.03,0.04
8/6/2021 23:15,0.06,0.04,0.04,0.05
8/6/2021 23:30,0.01,,0.03,0.01
8/6/2021 23:45,0,0,0.01,0
8/7/2021 0:45,,0.01,,
8/7/2021 1:15,,0.09,,0.02
8/7/2021 1:30,0.24,0.09,0.12,0.02
8/7/2021 1:45,0.11,0.03,0.33,0.01
8/7/2021 2:00,0.01,,0.03,0.01
8/7/2021 2:45,,,0.01,
8/7/2021 23:45,0,0,0,0
8/8/2021 23:45,0,0,0,0
8/9/2021 11:45,,0.37,,
8/9/2021 12:00,,0.03,,
8/9/2021 12:15,0.01,0.02,,0.06
8/9/2021 12:30,0.22,0.15,0.07,0.09
8/9/2021 13:15,0.01,,,
8/9/2021 13:45,,,,0.01
8/9/2021 17:45,,0.01,,
8/9/2021 23:45,0,0,0,0
8/10/2021 3:00,,,,0.01
8/10/2021 3:15,0.01,0.01,,
8/10/2021 3:30,,,,0.01
8/10/2021 3:45,,,0.01,
8/10/2021 4:00,,,0.01,
8/10/2021 4:15,,,,0.01
8/10/2021 5:15,,,,0.01
8/10/2021 5:30,,,0.01,
8/10/2021 10:00,0.01,,,
8/10/2021 23:45,0,0,0,0
8/11/2021 2:30,,0.01,,
8/11/2021 14:00,0.02,0.06,0.09,0.02
8/11/2021 14:15,0.09,0.04,0.12,0.1
8/11/2021 14:30,0.01,0.03,0.01,0.04
8/11/2021 14:45,0.03,0.01,0.03,0.02
8/11/2021 15:00,0.02,0.02,0.02,0.02
8/11/2021 15:15,0.01,0.01,0.02,0.02
8/11/2021 15:30,,0.01,,
8/11/2021 15:45,,,0.01,
8/11/2021 16:15,0.01,,,
8/11/2021 22:30,0.01,0.03,0.03,0.03
8/11/2021 22:45,0.03,0.03,0.01,0.07
8/11/2021 23:00,0.02,,0.02,0.01
8/11/2021 23:15,,0.02,,
8/11/2021 23:30,0.03,0.09,0.04,0.09
8/11/2021 23:45,0.09,0.03,0.06,0.14
8/12/2021 0:00,0.18,0.37,0.11,0.35
8/12/2021 0:15,0.4,0.13,0.38,0.47
8/12/2021 0:30,0.04,0.03,0.04,0.1
8/12/2021 0:45,0.03,0.06,0.03,0.04
8/12/2021 1:00,0.11,0.05,0.09,0.09
8/12/2021 1:15,0.01,,0.04,0.03
8/12/2021 1:30,0.52,0.1,0.7,0.42
8/12/2021 1:45,0.03,0.1,0.08,0.02
8/12/2021 2:00,0.29,0.33,0.57,0.37
8/12/2021 2:15,0.01,,0.01,0.01
8/12/2021 2:30,,,,0.01
8/12/2021 2:45,0.01,,0.01,
8/12/2021 3:00,0.05,0.03,0.05,0.09
8/12/2021 3:15,0.01,,0.03,
8/12/2021 3:30,0.01,0.02,,
8/12/2021 3:45,0.01,,0.02,0.01
8/12/2021 4:30,0.01,0.07,0.02,0.01
8/12/2021 4:45,0.12,0.1,0.19,0.05
8/12/2021 5:00,,0.06,,
8/12/2021 5:15,0.01,0.02,0.05,
8/12/2021 5:30,0.12,0.01,0.04,0.15
8/12/2021 5:45,,0.01,0.01,0.01
8/12/2021 6:00,0.42,0.29,0.18,0.41
8/12/2021 6:15,0.11,0.04,0.11,0.08
8/12/2021 6:30,,,0.01,
8/12/2021 7:00,,0.01,,
8/12/2021 7:30,0.01,,,0.01
8/12/2021 7:45,,,0.01,0.01
8/12/2021 8:00,0.01,,,
8/12/2021 13:00,,,,0.01
8/12/2021 23:45,0,0,0,0
8/13/2021 13:45,0,,,
8/13/2021 23:45,,0,0,0
8/14/2021 23:45,,0,0,0
8/15/2021 23:45,,0,0,0
8/16/2021 23:45,,0,0,0
8/17/2021 23:45,,0,0,0
8/18/2021 23:45,,0,0,0
8/19/2021 23:45,,0,0,0
8/20/2021 23:45,,0,0,0
8/21/2021 23:45,,0,0,0
8/22/2021 16:30,,0.01,,
8/22/2021 17:15,,0.01,,
8/22/2021 23:45,,0,0,0
8/23/2021 23:45,,0,0,0
8/24/2021 17:30,,,0.01,
8/24/2021 20:15,,,,0.07
8/24/2021 21:30,,,0.01,
8/24/2021 23:00,,0.01,,
8/24/2021 23:30,,,0.06,0.01
8/24/2021 23:45,,0,0,0.01
8/25/2021 0:30,,,0.01,
8/25/2021 23:45,,0,0,0
8/26/2021 23:45,,0,0,0
8/27/2021 23:45,,0,0,0
8/28/2021 23:45,,0,0,0
8/29/2021 17:45,,0.01,0.03,0.28
8/29/2021 18:00,,,0.01,
8/29/2021 18:15,,0.06,0.01,
8/29/2021 18:30,,0.29,0.51,0.12
8/29/2021 18:45,,,0.08,
8/29/2021 19:00,,0.01,,0.01
8/29/2021 19:15,,0.02,0.01,0.02
8/29/2021 19:30,,0.01,0.02,0.02
8/29/2021 19:45,,,,0.01
8/29/2021 23:45,,0,0,0
8/30/2021 4:45,,,0.01,
8/30/2021 13:00,0.07,,,
8/30/2021 23:45,0,0,0,0
8/31/2021 23:45,0,0,0,0
9/1/2021 23:45,0,0,0,0
9/2/2021 23:45,0,0,0,0
9/3/2021 23:45,0,0,0,0
9/4/2021 23:45,0,0,0,0
9/5/2021 23:45,0,0,0,0
9/6/2021 0:15,0.04,0.06,0.11,0.03
9/6/2021 0:30,0.03,0.02,0.11,0.03
9/6/2021 0:45,0.03,0.05,0.05,0.01
9/6/2021 1:00,,,0.01,0.01
9/6/2021 1:15,0.01,0.01,,
9/6/2021 3:15,,,,0.01
9/6/2021 3:30,,,0.01,
9/6/2021 23:45,0,0,0,0
9/7/2021 17:45,,0.01,,
9/7/2021 18:00,,0.01,0.02,
9/7/2021 18:15,0.01,0.02,0.02,0.01
9/7/2021 18:30,,0.01,0.01,
9/7/2021 18:45,0.02,0.03,0.02,0.01
9/7/2021 19:00,0.14,0.09,0.25,0.08
9/7/2021 19:15,0.02,0.02,0.03,0.01
9/7/2021 19:30,0.02,0.03,0.02,0.02
9/7/2021 19:45,0.06,0.04,0.05,0.13
9/7/2021 20:00,0.03,0.02,0.02,0.03
9/7/2021 20:15,0.05,0.06,0.05,0.07
9/7/2021 20:30,,,0.01,
9/7/2021 21:15,,,,0.01
9/7/2021 22:45,0.11,0.01,0.01,0.18
9/7/2021 23:00,0.02,0.01,0.02,0.04
9/7/2021 23:45,0,0,0,0
9/8/2021 4:45,,,,0.01
9/8/2021 23:45,0,0,0,0
9/9/2021 23:45,0,0,0,0
9/10/2021 23:45,0,0,0,0
9/11/2021 23:45,0,0,0,0
9/12/2021 23:45,0,0,0,0
9/13/2021 23:45,0,0,0,0
9/14/2021 14:30,0.01,0.03,0.02,0.08
9/14/2021 14:45,,0.05,,0.02
9/14/2021 15:00,0.01,,0.02,0.01
9/14/2021 15:30,,,0.01,
9/14/2021 18:30,,0.01,,
9/14/2021 18:45,0.01,0.02,0.06,0.04
9/14/2021 19:30,,,0.01,0.02
9/14/2021 19:45,,,,0.01
9/14/2021 21:15,,0.01,,
9/14/2021 23:45,0,0,0,0
9/15/2021 23:45,0,0,0,0
9/16/2021 23:45,0,0,0,0
9/17/2021 23:45,0,0,0,0
9/18/2021 23:45,0,0,0,0
9/19/2021 23:45,0,0,0,0
9/20/2021 16:30,0.04,0.15,,0.07
9/20/2021 16:45,0.1,0.07,0.18,0.09
9/20/2021 17:00,0.02,0.04,0.04,0.03
9/20/2021 17:15,,,0.01,
9/20/2021 17:30,,0.03,,
9/20/2021 17:45,,0.01,,
9/20/2021 18:30,,,0.01,
9/20/2021 23:45,0,0,0,0
9/21/2021 5:30,,,,0.01
9/21/2021 10:15,,0.01,,
9/21/2021 10:30,0.01,,0.01,0.01
9/21/2021 10:45,,,,0.01
9/21/2021 11:00,,0.01,0.01,0.01
9/21/2021 11:30,,,0.01,
9/21/2021 15:15,,0.01,,
9/21/2021 15:30,0.13,0.21,,0.1
9/21/2021 15:45,0.31,0.05,0.55,0.01
9/21/2021 16:00,,0.02,0.04,
9/21/2021 16:15,,,0.01,
9/21/2021 16:45,,,,0.01
9/21/2021 17:00,,0.01,,0.01
9/21/2021 17:15,,,0.01,0.01
9/21/2021 17:30,0.02,0.03,0.01,0.1
9/21/2021 17:45,0.01,,0.02,0.04
9/21/2021 18:00,0.01,,0.02,0.01
9/21/2021 18:15,0.02,,,0.04
9/21/2021 18:30,0.01,,0.01,0.01
9/21/2021 18:45,0.02,0.01,,0.06
9/21/2021 19:00,0.03,0.02,0.06,0.16
9/21/2021 19:15,0.11,0.09,0.15,0.11
9/21/2021 19:30,0.11,0.06,0.07,0.13
9/21/2021 19:45,0.03,0.04,0.05,0.03
9/21/2021 20:00,,0.01,0.02,0.01
9/21/2021 20:30,0.02,0.01,0.03,0.07
9/21/2021 20:45,0.07,0.11,0.08,0.09
9/21/2021 21:00,0.06,0.04,0.1,0.09
9/21/2021 21:15,0.1,0.05,0.12,0.09
9/21/2021 21:30,0.05,0.06,0.03,0.05
9/21/2021 21:45,0.06,0.07,0.05,0.05
9/21/2021 22:00,0.04,0.06,0.04,0.06
9/21/2021 22:15,0.07,0.12,0.05,0.1
9/21/2021 22:30,0.07,0.05,0.09,0.08
9/21/2021 22:45,0.03,,0.04,0.03
9/21/2021 23:00,,0.01,,0.01
9/21/2021 23:15,0.01,0.04,0.02,0.04
9/21/2021 23:30,0.01,0.03,0.02,0.01
9/21/2021 23:45,0.01,0,0.01,0.01
9/22/2021 0:00,,,0.01,0.02
9/22/2021 0:15,,0.01,0.01,0.02
9/22/2021 0:30,0.01,0.01,0.01,
9/22/2021 1:00,,0.01,,
9/22/2021 1:30,0.01,,,
9/22/2021 2:00,0.03,0.03,0.02,0.03
9/22/2021 2:15,0.05,0.04,0.03,0.04
9/22/2021 2:30,0.05,0.04,0.05,0.08
9/22/2021 2:45,0.08,0.05,0.1,0.07
9/22/2021 3:00,0.03,0.03,0.04,0.04
9/22/2021 3:15,0.06,0.05,0.06,0.06
9/22/2021 3:30,0.04,0.05,0.05,0.04
9/22/2021 3:45,0.02,0.02,0.03,0.03
9/22/2021 4:00,0.02,0.02,0.02,0.01
9/22/2021 4:15,0.01,0.01,0.01,0.02
9/22/2021 4:30,0.01,0.01,0.01,0.01
9/22/2021 4:45,0.01,0.01,0.02,0.01
9/22/2021 5:00,0.03,0.03,0.02,0.03
9/22/2021 5:15,0.05,0.06,0.05,0.06
9/22/2021 5:30,0.07,0.07,0.05,0.05
9/22/2021 5:45,0.03,0.05,0.06,0.04
9/22/2021 6:00,0.06,0.04,0.06,0.06
9/22/2021 6:15,0.08,0.06,0.05,0.07
9/22/2021 6:30,0.06,0.05,0.08,0.05
9/22/2021 6:45,0.04,0.04,0.04,0.08
9/22/2021 7:00,0.03,0.02,0.03,0.03
9/22/2021 7:15,0.02,0.01,0.02,0.02
9/22/2021 7:30,0.01,0.02,0.03,0.02
9/22/2021 7:45,0.02,0.02,0.01,0.02
9/22/2021 8:00,0.01,0.01,0.01,0.01
9/22/2021 8:15,,,0.01,
9/22/2021 8:30,0.01,,,0.01
9/22/2021 10:30,,0.01,,0.01
9/22/2021 10:45,0.01,0.01,0.01,0.01
9/22/2021 11:00,0.01,0.01,0.01,0.01
9/22/2021 11:30,,0.01,,0.02
9/22/2021 11:45,0.03,0.02,0.02,0.05
9/22/2021 12:00,0.04,0.05,0.05,0.11
9/22/2021 12:15,0.02,0.03,0.04,0.05
9/22/2021 12:30,0.03,0.02,0.02,0.03
9/22/2021 12:45,0.02,0.01,0.02,0.01
9/22/2021 13:00,,0.01,0.01,0.01
9/22/2021 13:15,0.03,0.03,0.02,0.03
9/22/2021 13:30,0.02,0.01,0.02,0.01
9/22/2021 13:45,,,,0.01
9/22/2021 14:00,0.02,0.02,0.01,0.01
9/22/2021 14:15,0.01,,0.01,0.01
9/22/2021 14:30,,0.01,,
9/22/2021 15:30,,,,0.01
9/22/2021 19:00,,0.01,,
9/22/2021 20:45,,0.01,,
9/22/2021 21:00,0.01,,,
9/22/2021 21:30,0.02,,0.04,0.03
9/22/2021 21:45,0.03,0.06,0.01,0.02
9/22/2021 22:00,0.01,0.02,,0.01
9/22/2021 22:15,0.01,0.01,,
9/22/2021 22:30,0.02,0.02,0.02,0.02
9/22/2021 22:45,0.12,0.15,0.09,0.15
9/22/2021 23:00,0.11,0.08,0.14,0.15
9/22/2021 23:15,0.2,0.19,0.24,0.19
9/22/2021 23:30,0.09,0.1,0.12,0.06
9/22/2021 23:45,0.06,0.04,0.07,0.04
9/23/2021 0:00,0.03,0.04,0.04,0.03
9/23/2021 0:15,0.01,0.01,0.02,0.01
9/23/2021 0:30,0.02,0.02,0.02,0.02
9/23/2021 0:45,0.03,0.03,0.04,0.05
9/23/2021 1:00,0.03,0.04,0.03,0.04
9/23/2021 1:15,0.04,0.03,0.06,0.04
9/23/2021 1:30,0.05,0.05,0.06,0.03
9/23/2021 1:45,0.02,0.02,0.02,0.02
9/23/2021 2:00,,0.01,,
9/23/2021 2:45,0.01,0.01,0.01,0.01
9/23/2021 3:00,,0.01,0.01,0.01
9/23/2021 3:15,0.01,0.02,,0.01
9/23/2021 3:30,,0.01,0.03,
9/23/2021 3:45,0.02,0.01,0.02,0.01
9/23/2021 4:00,0.01,0.01,,0.01
9/23/2021 4:15,,0.01,0.01,
9/23/2021 4:30,,0.01,0.01,
9/23/2021 4:45,,,0.01,
9/23/2021 5:00,0.02,0.01,0.02,0.01
9/23/2021 5:15,0.01,0.01,0.03,0.01
9/23/2021 5:30,0.01,0.01,,0.01
9/23/2021 5:45,0.01,0.02,0.01,0.01
9/23/2021 6:00,0.01,0.02,,0.01
9/23/2021 6:15,0.01,0.01,,
9/23/2021 6:30,,,0.01,
9/23/2021 7:00,,0.01,,
9/23/2021 7:15,,,,0.01
9/23/2021 7:30,0.01,,,
9/23/2021 7:45,,0.01,0.01,
9/23/2021 9:30,,0.01,,0.01
9/23/2021 10:00,,0.01,,
9/23/2021 10:15,0.01,,0.01,
